longitude,latitude
-73.8960328655,40.683710837
-73.8943605686,40.7498116485
-73.7985311231,40.6258279101
-74.1132996122,40.6357111369
-73.9661411783,40.7764237305
-73.9971972152,40.6167327621
-73.7445479363,40.7109757599
-73.8721733507,40.8219385417
-73.8806644256,40.6737458331
-73.8844635368,40.6916169854
-73.7462769335,40.7659052481
-73.9367138334,40.629119967
-73.9379690949,40.8568803717
-73.7291092795,40.6702260599
-73.9031520293,40.6026053614
-73.9422655071,40.5965334082
-73.8899931809,40.7170104466
-73.7203208314,40.7360357209
-73.7847936855,40.7752412742
-73.8627562968,40.7583771941
-73.8044985757,40.7174309188
-73.8179869757,40.7906951504
-73.9044326455,40.8690746175
-73.8237433902,40.7696788256
-73.9820765278,40.6892242011
-73.8000466238,40.598045355
-74.1947449917,40.5478319795
-73.7800525741,40.7548931075
-73.8960606047,40.67886516
-73.8472512895,40.6791748756
-73.9362683678,40.8394068282
-73.8481198975,40.6693801923
-74.0144897307,40.6244816224
-73.8565818805,40.7703273893
-73.8809459895,40.8611622243
-74.0571035297,40.5973310059
-73.9984374624,40.6227231869
-73.940731643,40.5797959933
-73.8575103267,40.7335738091
-73.7924044571,40.7860743446
-73.8351944872,40.8133720187
-73.8834315007,40.8217269425
-73.8699278412,40.7493548839
-73.9711008389,40.6780977475
-73.953695017,40.7343543786
-73.9983494552,40.7277962074
-74.1735397326,40.5858383845
-73.9252230983,40.710192793
-73.8261344754,40.7636975045
-74.1690150666,40.5804031706
-73.9011589353,40.6143263286
-73.9498886832,40.7367373566
-73.9659061808,40.7124306982
-73.794212313,40.7720230092
-73.8196383841,40.6842080795
-73.9169825061,40.8039624717
-73.8382513852,40.7757031863
-73.8639754236,40.8654116938
-74.1552400443,40.5893947715
-73.8832983897,40.7026572432
-73.9763172337,40.64673256
-73.9284207114,40.7168432227
-73.8079878683,40.6591057767
-73.7419302636,40.6510311955
-73.9288550888,40.648278917
-73.8935046587,40.86477439
-74.1357150166,40.5800939454
-73.8271813505,40.773403153
-74.1979283584,40.5307773789
-73.8959241083,40.660911787
-73.9244083752,40.6021643983
-73.9057469287,40.738785515
-74.0304975093,40.6117497693
-74.168436295,40.6133551975
-73.7391521616,40.6865825633
-73.9026095788,40.6069984278
-73.7830928668,40.7735506703
-74.1553873717,40.5333935271
-73.8461933858,40.7470676243
-73.9270297491,40.8381535288
-73.8070588165,40.8721321554
-73.8254405386,40.8244448003
-74.0105811565,40.6700018221
-73.8664517404,40.737710593
-73.9619960766,40.8152613216
-73.8110812977,40.6738816548
-73.9277353477,40.786335761
-73.9023328532,40.7448672319
-73.7587395003,40.6008620346
-73.9494821501,40.6274911948
-73.9303851566,40.7703894173
-74.1632447148,40.5714036842
-73.9299833002,40.8159822397
-74.1809793288,40.5482073897
-73.8149727105,40.7219594922
-73.8212947965,40.784397239
-73.8367523961,40.6790173147
-73.9311283322,40.6420261312
-74.0096288306,40.5804376105
-74.1884623363,40.5249493601
-73.9643308964,40.6376619136
-73.8903822698,40.6650067646
-73.8734528396,40.6759800968
-73.8490039146,40.7377696825
-73.785217543,40.5939453084
-74.1734127692,40.5345429632
-73.9038857003,40.5905897323
-73.9650577597,40.6801211871
-73.981101631,40.7192434063
-73.8985652142,40.9029552892
-74.0028960847,40.6067092469
-73.7663341828,40.7041819214
-74.0122043121,40.6799053041
-73.7303029091,40.6793109358
-73.9945396278,40.7196708341
-73.8878681425,40.7492576394
-73.8010277833,40.6608979833
-73.8629681751,40.8745055819
-73.9963815466,40.7444364139
-73.9321168911,40.8523727849
-74.191863651,40.5194063394
-73.8280681332,40.6306254856
-73.8503656796,40.6808670652
-73.7029703204,40.7362596377
-73.7766908361,40.5925964395
-74.0315466737,40.6220457011
-74.0795494795,40.6413542784
-74.1288070763,40.591840029
-73.8046774965,40.7656108629
-74.2372488583,40.5412398769
-73.9885256324,40.5925005229
-73.8248175296,40.8699505583
-73.9405977565,40.7951013503
-73.8502186649,40.8454072129
-74.017888522,40.6092942757
-73.991237929,40.7176057861
-73.7694630352,40.6844358884
-73.9037451215,40.6638014552
-73.8671239488,40.8489735244
-73.938428785,40.6720520086
-74.009973243,40.6355429135
-74.1723637613,40.5708644701
-73.9570658341,40.706224785
-73.7513090418,40.6726465688
-73.8069256288,40.7146335808
-74.1703053426,40.5372136428
-73.8646200814,40.7586994547
-74.2052501378,40.54247568
-74.136652864,40.5815595393
-74.0830283185,40.5759256749
-73.8335722303,40.7616281409
-73.8016396794,40.7949753845
-73.9609374611,40.7427391907
-74.2401858594,40.5147323963
-74.0952894124,40.6391539894
-73.8292241586,40.7345245792
-74.0030604647,40.718723437
-73.909925181,40.6052901273
-73.898952167,40.8813214433
-74.1099640996,40.6301345527
-73.8908459161,40.8239661123
-73.7873314625,40.7810621872
-73.8352218553,40.8252365036
-73.9371853552,40.7264289144
-73.8775785334,40.6361739568
-73.9107035528,40.767760149
-73.7563224734,40.7166225062
-73.8701060259,40.7472377186
-73.8194397036,40.8575831035
-73.8611155975,40.8564639387
-73.9847139958,40.5896127287
-74.2111389865,40.5408934806
-73.9665015944,40.7890600852
-73.7592976531,40.7390475265
-73.8139344989,40.7567685281
-74.1715749044,40.5246614714
-74.2435794184,40.5116460582
-74.2184049444,40.5176304442
-73.9008095024,40.8904631893
-73.7894112981,40.7601404962
-73.9774685821,40.615271
-73.8337888165,40.7794276374
-74.207178594,40.5454662883
-74.0139765344,40.7090143203
-73.8082326773,40.6882484046
-73.837858843,40.7492183937
-73.8350728008,40.5795209506
-73.8974462532,40.6210723692
-73.919960001,40.8046235251
-73.8784883085,40.8952390036
-73.7783657293,40.6283093721
-74.1700856503,40.5410009345
-73.9355109609,40.8020874987
-73.9072692284,40.9091169899
-73.7249934045,40.7553983736
-73.8981894683,40.7750709245
-73.940648288,40.7995727021
-73.8006282327,40.8853330269
-73.9463061754,40.6704676922
-74.1621466737,40.6306617811
-73.783060208,40.6806653494
-73.7527592469,40.6888691586
-73.8619753938,40.8376429688
-74.0034868962,40.7441466304
-74.1057631198,40.6445083089
-73.8416335271,40.8973026597
-73.8164178258,40.8435123178
-73.7686023149,40.6274495702
-73.9252314548,40.8063788813
-74.1954694319,40.5280470333
-73.8312329086,40.5973425842
-73.9138550475,40.8377517559
-73.9238194937,40.7304181081
-74.1543516936,40.6355182902
-73.8661917971,40.7395221218
-73.7918096548,40.6655039798
-73.9108770405,40.8135836864
-73.8966408171,40.5802216144
-73.9418573323,40.5898077152
-73.8728786238,40.7230101046
-74.189344063,40.5664183383
-74.2179618724,40.5312829614
-73.7596535669,40.7236336016
-73.8716774939,40.7435623148
-73.8210184104,40.7831665392
-73.7878512577,40.7275679288
-73.9766814867,40.6605443731
-73.7721966284,40.6718112762
-74.104035251,40.5642227397
-73.8173349882,40.7503005752
-73.8509153589,40.8724949128
-73.9454236301,40.6655840963
-73.9125484516,40.7604683908
-73.9203263253,40.7223387414
-73.9897088763,40.7273332953
-73.9587631559,40.7953337074
-73.884350131,40.6310584836
-74.1594664634,40.5567989291
-73.9722414322,40.6594837554
-74.0326867332,40.6395276009
-74.0086099676,40.6827180099
-73.8196449697,40.7929270818
-73.773726088,40.6848087042
-74.0875671673,40.6146641003
-73.8786373675,40.8564465784
-73.9281326669,40.7690570505
-73.9014863987,40.6880240912
-73.7688461951,40.5949244956
-73.9212282297,40.7893102485
-73.9169622808,40.6498074402
-73.8978568057,40.6058545419
-73.90086001,40.7382066784
-73.8102437431,40.6863988712
-73.7319879204,40.6729309182
-73.9956588144,40.7476913447
-73.9162094321,40.8503595873
-73.8951658081,40.9045750241
-73.9380040883,40.7678730885
-73.8892124014,40.8279479409
-73.8492282329,40.7916126644
-73.8914798303,40.8446761324
-73.9355836462,40.7942832722
-74.0098937489,40.7134579574
-73.8788227203,40.6425560826
-73.8985309757,40.7712946464
-73.7692655806,40.7297953746
-73.9885219768,40.6457751034
-74.1207227685,40.5655720662
-73.9881401238,40.7673978643
-73.8245436379,40.7072262557
-73.7866943335,40.6525243733
-73.7913753147,40.6085823475
-73.9085162108,40.730559966
-73.9639785194,40.6493555039
-73.8867723749,40.8703181796
-73.8164305938,40.8332262654
-73.9515160079,40.6645423607
-73.8822883436,40.905298226
-73.8005391363,40.7803923141
-73.9233491161,40.7630897979
-73.9647749241,40.5974423738
-73.8316332768,40.5809320599
-73.8578214059,40.8274059476
-73.7685768194,40.678594422
-73.9032331681,40.717556575
-74.2371284819,40.5438026256
-73.866678677,40.5862671626
-73.859257642,40.653091355
-73.8772648073,40.8792590714
-73.8424489144,40.7612714898
-73.9209951926,40.6577302098
-74.1168637925,40.6199798234
-73.9820453826,40.6837123822
-73.8499321046,40.8872850864
-73.9920327045,40.7109391463
-73.9629916428,40.638281231
-73.7790443314,40.7628573436
-73.7599477451,40.7010663922
-73.8302277977,40.7774077493
-74.1629213982,40.6124193082
-73.8520608896,40.6971227247
-73.7464796078,40.5993502356
-74.0014155929,40.7207829426
-73.7942206179,40.6927426903
-74.1383578007,40.5698676018
-73.7640539459,40.606204373
-73.8923734249,40.6266648318
-73.8673222518,40.7139736311
-73.8351417023,40.8349718173
-74.1580692961,40.6097441142
-73.884655062,40.8099377646
-73.9372192197,40.6171650541
-73.8280183669,40.6351487389
-73.9005806343,40.5586874958
-74.1664207731,40.5599343274
-73.8531404327,40.7019925567
-73.8915101012,40.5911542542
-74.1585226236,40.5751124651
-73.8547599495,40.8927337275
-73.7524990683,40.6744862868
-73.964925048,40.6937155102
-73.8556866582,40.8805939175
-74.0089961383,40.719294511
-73.8486762455,40.8747647233
-73.8456882411,40.5810026561
-73.732932246,40.698057786
-73.879591808,40.8688171207
-74.1834180481,40.5503966561
-73.8214104007,40.6734342606
-73.9875114615,40.6902135562
-73.8851668578,40.8312339652
-73.9443705871,40.7952406911
-73.9903868461,40.6393931854
-73.7929681873,40.641161832
-73.8021629461,40.7215273017
-73.7955306638,40.7462622212
-73.9655796812,40.5743476129
-73.909919373,40.5985740062
-73.7870479269,40.7562236208
-73.9682722608,40.7106350105
-74.1059326537,40.6414715551
-74.2020435833,40.5189725941
-73.828250161,40.7915758218
-74.1254202613,40.5957582254
-73.8859376581,40.7552809285
-74.1887183359,40.5826139553
-73.8959503156,40.6845364725
-73.7298623889,40.6722626252
-73.7924359168,40.63638355
-73.8414662892,40.747883618
-73.8662365741,40.8373057213
-74.2021009202,40.5848215388
-73.896760606,40.5639938684
-73.9267067057,40.7488534584
-73.745299039,40.7267368195
-74.1313932598,40.63289653
-73.925367961,40.6247876813
-73.8809510338,40.8130978401
-74.1933718472,40.5241752473
-73.8861072491,40.6912124034
-73.8875895772,40.7140690899
-74.1437292865,40.6321820207
-73.7981238072,40.6136560294
-73.7970409276,40.8797827581
-74.2339448878,40.5305643751
-73.904913233,40.7719578902
-74.1266908963,40.5532327597
-73.9708381012,40.6273905949
-73.9867728522,40.6527183787
-73.9564094367,40.6510082888
-73.7982505045,40.6666024984
-73.9383535771,40.5469543273
-73.8652052584,40.6957499287
-73.7621136163,40.5953157679
-73.714880199,40.7421744307
-74.0954353037,40.6181382566
-74.0412713016,40.6240133095
-73.9447080129,40.7890666231
-74.079172603,40.6423758117
-73.9614271562,40.7865995215
-73.971802397,40.6428258267
-74.1194290786,40.6056853813
-73.7878264631,40.7015160946
-73.9554248254,40.6108598775
-73.9479277181,40.7188871366
-73.834289887,40.8401152616
-73.8725917706,40.7685344134
-73.8311154606,40.7766056523
-73.8978546749,40.6139812468
-74.1720819839,40.5281286204
-73.8211668778,40.8788867387
-73.8109230918,40.7842974373
-73.8015949891,40.7020142621
-74.2030918694,40.5701253258
-73.7854623023,40.7025290206
-73.8060837959,40.8137719838
-74.2390211792,40.5059273627
-73.8241219745,40.7888867442
-73.8426211251,40.8884733674
-73.9319445335,40.6840404271
-73.890137532,40.8121266537
-73.8971821216,40.8085097236
-73.8967870302,40.6248300945
-73.8411368768,40.8445747086
-73.8731392729,40.6741423693
-73.7832125943,40.6819291827
-73.7975185369,40.7116915933
-73.9359942584,40.8253190857
-74.0102113142,40.6199151552
-73.9188308288,40.6664125621
-73.8595950035,40.7258053219
-73.8495386446,40.8608995234
-73.9574596181,40.6821612486
-73.7478143848,40.7225011711
-74.2313048058,40.53265351
-73.7104098615,40.7331241922
-74.1844396134,40.6049028042
-73.9265304886,40.6966002043
-74.143554729,40.6315033993
-73.8157485695,40.8256244659
-74.1625926194,40.5308107092
-74.2031333849,40.5715380078
-73.7519934388,40.7577468173
-74.1213988191,40.5925708182
-73.9108311744,40.7620566774
-73.858801835,40.7534041464
-73.8828041243,40.829841967
-73.8192451944,40.7915623627
-73.8504757909,40.844332135
-73.8912931747,40.9038779729
-74.0058293354,40.6089608978
-74.0587187296,40.5959203995
-73.9190167966,40.7538450716
-73.8623602645,40.6840861532
-73.7867877492,40.7536650114
-73.8551300947,40.8631121126
-74.1359592886,40.5330546522
-73.8807892922,40.6696710453
-73.9926687151,40.7151331875
-74.064053666,40.591885464
-73.8946352557,40.5830942819
-73.9652347627,40.6883104191
-73.9458012978,40.5863371982
-73.8034637876,40.8170398627
-73.7654159005,40.6120641784
-73.9977462515,40.5986462933
-73.9674927152,40.7107305148
-73.8279182661,40.8365553811
-73.7380267861,40.6852120674
-73.9763108597,40.5886933114
-73.8478529349,40.7784498759
-73.8806624353,40.7506868239
-73.9405179673,40.6704012197
-73.9019620202,40.6416414139
-74.0889479477,40.5986809729
-73.7825801301,40.5973278444
-73.964370164,40.6435515953
-73.9703065634,40.7857178603
-74.1505535571,40.5706092931
-74.0150970009,40.6324022004
-73.7951967827,40.6718523344
-74.1754878654,40.5986047634
-74.0352515814,40.611696596
-73.8836596634,40.8841205248
-74.1669388418,40.6026439279
-73.8917129296,40.8945803275
-74.2105803871,40.5398642573
-74.1074435561,40.562300936
-73.8287179955,40.8732787082
-73.9276721601,40.8176923658
-74.0277606112,40.6219071661
-73.9931429382,40.6829969204
-74.1293443913,40.6364154413
-73.9379099967,40.6686178037
-73.8767841231,40.8027951376
-73.7874491466,40.6102790812
-74.0987554743,40.574727418
-74.0322164586,40.6374621723
-73.954409738,40.6802750795
-73.8225345056,40.866610995
-73.8996690149,40.9102986558
-74.0796361957,40.5896602757
-74.0009876833,40.7620669254
-73.8863972633,40.6471357572
-73.9512853394,40.7366710258
-74.1182947373,40.5592139123
-73.9228086482,40.6421088066
-74.13182589,40.6019998256
-74.2430799031,40.5061428353
-74.0254569234,40.6460388275
-73.9886232283,40.6788636035
-73.8793081176,40.7208948321
-73.8855642105,40.5988593234
-73.8426114202,40.7437943471
-74.2223566642,40.5189484308
-74.1493921834,40.5483827786
-73.8438890406,40.8386638641
-73.974542628,40.7718817598
-73.8993384218,40.7196446764
-73.8200079236,40.8536811548
-74.0014437836,40.6471726079
-74.1163386152,40.5718938261
-73.8256187225,40.8245774714
-74.1119611158,40.6390171076
-73.925509089,40.7361892123
-73.9423744655,40.8056099626
-73.9109984126,40.6534173767
-73.9277002521,40.6635927254
-73.8928003601,40.6446485965
-73.8193883977,40.7886021115
-73.780131048,40.6014953771
-74.1269562466,40.6111826782
-73.9192520344,40.8074774882
-74.1294400165,40.6159536258
-73.862149959,40.6832232181
-73.9877729886,40.6707502395
-74.1568494473,40.5381348644
-73.7701098388,40.7382578429
-74.0086640517,40.6412866069
-73.9308547285,40.7189556977
-73.7662503343,40.7272772222
-73.7749667411,40.7435382539
-73.7964324761,40.7376537002
-73.8371492455,40.7580494326
-74.0714293695,40.5961704487
-73.9486989141,40.7577261495
-73.8662933336,40.7080371023
-73.9301747987,40.6876625743
-73.9376183221,40.7247353882
-73.8640571263,40.7004162009
-73.7485906429,40.7717616654
-73.9671883344,40.6323421847
-74.1080486333,40.5668977919
-73.8463540646,40.6065760311
-73.8476759059,40.822593438
-73.7525987358,40.6372233558
-73.7801337592,40.6527588004
-73.8406533712,40.8676943832
-73.7928563343,40.7343299462
-73.8552046315,40.8914203633
-73.7746037187,40.7491473115
-73.9971310512,40.7497891699
-73.8542187531,40.845842103
-73.8287265312,40.7627073743
-73.9576341114,40.6775469073
-74.0020991337,40.5993730691
-73.9123428721,40.7555205718
-73.961661651,40.7737691819
-73.9068240312,40.8828769921
-73.7554647814,40.7481975678
-73.8676222611,40.7016646272
-73.9235024257,40.6592986942
-73.8962277759,40.6730794149
-73.7648749685,40.7383760456
-74.1597135856,40.5710537451
-74.2083693914,40.536087316
-73.8378385483,40.6875845006
-74.1490135439,40.5568387457
-74.133683318,40.5742117596
-74.1969275517,40.5477809352
-73.8466450615,40.6055811483
-73.7292145947,40.6722010841
-73.7353713927,40.7091595262
-73.9646779105,40.7818399342
-73.9711007865,40.6970139001
-74.1403745676,40.5511382378
-73.7554912562,40.7030682562
-73.7393367297,40.6007980603
-73.7710886892,40.6964149936
-73.8215091305,40.6654420641
-73.8749321861,40.8954385276
-73.9588400139,40.6146165652
-73.9589997534,40.8044019645
-73.8457792023,40.6553705243
-73.9630396161,40.6144667317
-73.9429376759,40.6465448815
-73.85437273,40.6673231571
-74.0735320731,40.6145004395
-74.178191563,40.5656433381
-73.8478515567,40.6813706792
-73.9152382055,40.786500624
-73.9476549556,40.6128965482
-73.8501934764,40.7919634012
-73.9401099543,40.8510455888
-73.9670443998,40.7522333027
-73.8895832233,40.6769552859
-73.7242901836,40.7299566062
-73.9686398879,40.6392497127
-73.9436042741,40.6989955856
-73.8657466345,40.8145717617
-73.8938855698,40.7347985437
-73.7454063825,40.7423997025
-73.9601104882,40.719135802
-73.8587303836,40.5713036395
-73.9895254363,40.6345571139
-73.9607290163,40.6847735073
-73.9972322243,40.7580991633
-73.9778179399,40.7918059175
-73.9703744091,40.5806641782
-73.7705320278,40.6351767162
-74.1893529638,40.5167281717
-73.7421090913,40.7103422051
-73.8257948407,40.7495513048
-73.8300146329,40.6542568794
-73.9804315889,40.6812146232
-74.1313038376,40.6003937924
-74.0961764783,40.6295743395
-73.8914635907,40.6386127985
-73.7832069968,40.6576577717
-73.8763641732,40.8949447468
-73.877171763,40.8237425092
-74.1770659319,40.6315476594
-73.7908072336,40.7044780545
-73.8066938131,40.6890819095
-73.9502088059,40.8318719284
-73.9011711627,40.7039552977
-73.8730490999,40.7904607407
-73.7896853229,40.7230833626
-73.9421116533,40.6199048965
-73.935414994,40.6841151525
-73.8891634279,40.7703592736
-73.8963973801,40.8429364554
-73.8858644094,40.6371299238
-73.7554652528,40.637938123
-73.8514416431,40.6806380161
-73.8934191427,40.6110429747
-73.8621354617,40.8940910294
-73.874274639,40.7279262716
-73.8674724913,40.7313554775
-73.8631671928,40.8741778352
-73.9321636576,40.6497438838
-73.8488524027,40.7940967072
-73.9212746928,40.6381760327
-73.9909115026,40.6386143068
-73.7339891611,40.7519947755
-73.8803757495,40.6622454498
-73.8845978791,40.8029039211
-74.1196105979,40.5635021758
-73.9228003615,40.8494708026
-73.9997195897,40.5712660749
-73.7507025307,40.7625922584
-73.7900153568,40.6657254186
-73.8270696025,40.7615788604
-74.1225116237,40.5964779321
-73.9043868484,40.845030329
-73.8625399045,40.8980107904
-73.938933797,40.8455142357
-73.9088442015,40.7360708002
-73.7833915861,40.8475513522
-73.9737742106,40.6390524831
-73.820456237,40.6260917915
-73.8381391649,40.5793532625
-73.931919103,40.6042757841
-74.0211443884,40.6322408226
-73.9758591098,40.7852012544
-74.0932856335,40.5931782881
-73.9272840742,40.7219735931
-73.886704366,40.6466947457
-73.9555861158,40.7062063608
-73.8954498631,40.6517813902
-73.9698567123,40.6398276688
-73.8228506477,40.8763358534
-73.96632264,40.6285975786
-73.9044333225,40.8041448887
-73.8746715595,40.720390044
-74.2351528754,40.5206126832
-73.9536599437,40.7186740501
-73.7967605508,40.6612358379
-74.0750989625,40.6101252493
-73.9321972585,40.7758626505
-73.7748099677,40.6651807537
-73.9342603351,40.8566103428
-73.9869527061,40.6349419891
-73.7846840801,40.6711846983
-73.9610323156,40.620718803
-74.1267170471,40.5727906812
-73.7365700789,40.6741869288
-73.9134342316,40.6629806784
-74.069474633,40.6164867606
-73.7814962827,40.6300365444
-74.0742123085,40.6071652675
-73.797160092,40.8072695417
-73.7759593599,40.7448321839
-73.9160104679,40.8324180779
-73.8786123637,40.8042878685
-73.9769198715,40.6901545091
-73.980216564,40.6176366894
-73.9797932001,40.7574176305
-74.0053425119,40.748972417
-73.8655295963,40.8499683378
-73.9793456862,40.5924352402
-73.9242663532,40.6441292415
-74.2339127726,40.5281139666
-73.9228341961,40.6738839945
-74.2544600231,40.5066320953
-73.9415440674,40.6846233711
-73.7338044915,40.655766421
-73.864254296,40.674911688
-73.9116358508,40.7993128994
-74.1614076699,40.6125665356
-73.9700805657,40.7972679249
-73.7282454971,40.7663983281
-73.9182319329,40.688090468
-73.844035229,40.8371001583
-73.9133529915,40.7234444928
-73.9055847208,40.6096473959
-73.827951897,40.8400461868
-73.8207146928,40.7802598375
-73.8222766076,40.7811673468
-74.0035196681,40.6145726302
-73.9855752271,40.6619575016
-74.0744001304,40.5957193622
-73.833632893,40.8060321889
-74.2044537918,40.5558255995
-73.9488793976,40.6345849315
-74.2212904823,40.527385544
-73.8236596152,40.5818490915
-73.745618841,40.651974101
-73.7573451585,40.6740483446
-73.7690640946,40.7055476831
-73.8194643237,40.6530349692
-73.7621379669,40.726920016
-73.9587911768,40.5774131563
-74.0191963565,40.6229989827
-73.8255520215,40.6975862608
-73.9737284786,40.6990342051
-73.9412030614,40.8457632473
-73.9618198134,40.8065131271
-73.770974852,40.8519488281
-74.1775002849,40.6206967454
-73.824672975,40.5814076265
-74.0070637716,40.6270855709
-73.8059952475,40.665337083
-74.0899084572,40.5736962588
-73.9423357183,40.8289461022
-73.9911723482,40.7113687871
-73.9542813489,40.6020952137
-73.8267670781,40.687950164
-73.9815333576,40.7840376069
-74.1614084039,40.6162603293
-73.8811491333,40.8965619756
-73.9683087266,40.5870778081
-74.1971489336,40.5324038469
-73.7877034214,40.7458723907
-73.7993592603,40.6934024718
-73.9596160972,40.6958959668
-73.9856034406,40.7412099792
-73.8215591259,40.6036915801
-73.7870268414,40.6463157145
-73.9548638689,40.7193043174
-73.8274980643,40.7176926345
-73.9757059299,40.6040987085
-74.1990842312,40.6121522674
-73.8036539547,40.8826815147
-73.8896601824,40.7651441751
-73.9661525499,40.6650678122
-73.895822383,40.6367002247
-73.7980166894,40.6084462736
-73.7773353392,40.6994648937
-73.9662607004,40.6076639098
-73.8921132701,40.6835832847
-74.1582923416,40.5886261779
-73.9601834027,40.7245243428
-73.8900549187,40.6599597436
-74.1993765235,40.5197165302
-73.9773259555,40.6969661314
-73.9149780831,40.7565471956
-73.8719091181,40.7455194808
-73.9575256381,40.7428294229
-73.9806778844,40.6957848171
-74.1717196586,40.5826010641
-74.1321169248,40.5759743797
-73.8334966299,40.7485687632
-73.9946428583,40.6211542601
-74.1836776468,40.5603233487
-73.9974185629,40.7094810428
-73.9192672595,40.8718121465
-74.0105002709,40.717110226
-73.9042385174,40.7001173613
-73.8734070116,40.8797325333
-73.9924244916,40.7540916627
-73.7493821387,40.7065600376
-73.9516823459,40.777934358
-73.9663280721,40.6279374019
-73.9751546367,40.7177278139
-73.9090337841,40.685394101
-73.7292451911,40.7500205633
-73.9476190667,40.812828186
-73.8698696586,40.8905890619
-73.9123766754,40.6075631875
-73.8476639742,40.7903328054
-73.7771362051,40.7732427725
-74.0123548972,40.6188731042
-73.8112579942,40.7333739062
-73.9019348779,40.8786316649
-73.8796172716,40.6956673808
-74.2242025736,40.5152614495
-73.8935700899,40.5842354181
-74.1936654752,40.5337448904
-73.8112850361,40.8733412184
-73.9562735598,40.5751548898
-74.0328639144,40.6340643352
-73.9650287965,40.8101955077
-73.8295146413,40.7683323779
-73.8988013605,40.8922976989
-74.0807369024,40.6253831945
-73.9038866671,40.8515112278
-73.7739003066,40.598435411
-73.9269434966,40.5482828428
-73.8940670519,40.9096455465
-73.8004327904,40.5916992241
-73.8939142273,40.8628302609
-73.8850723269,40.7255416063
-73.931278207,40.6961554375
-73.9407688244,40.8473560035
-73.9241614695,40.6188547404
-74.015917146,40.6553015834
-73.9576707253,40.6168240225
-73.8717868944,40.6658464451
-73.8078259822,40.5886735139
-74.0959595086,40.5629095129
-73.9776422298,40.5779439459
-73.9734694193,40.6777731852
-73.9498520028,40.7004262446
-73.8537144082,40.8972817694
-73.9515173949,40.8207365622
-73.9075423807,40.6988155775
-73.78542492,40.7188196515
-73.8222142945,40.7405638228
-74.167149694,40.6366604283
-74.1379143062,40.6309816579
-73.8622563823,40.7062401048
-73.7866403324,40.6910005484
-73.7758426655,40.7092779463
-74.024261951,40.6285659544
-73.9193989658,40.753460411
-73.9659122723,40.6411887096
-74.0012876047,40.6439316946
-73.9718706184,40.649544258
-73.9552570166,40.5874680588
-73.8856477407,40.8381131041
-73.9232792075,40.6257020092
-73.8248208343,40.7006326904
-73.8150919246,40.8307451219
-73.8620120634,40.8613920279
-73.9264554466,40.8375184886
-73.7106365233,40.7448766396
-74.2445856879,40.5032638138
-74.0013715251,40.7080135029
-73.8315072373,40.7302917159
-73.8546391327,40.8540054844
-73.8740257138,40.7616722457
-73.8731937679,40.788305522
-73.8659811209,40.7203965477
-73.842457126,40.7734557067
-73.8561614904,40.7358342945
-73.9874061625,40.5856225316
-73.8576925654,40.7564951595
-73.8503778803,40.6774022028
-73.8796562317,40.7282062236
-73.970370385,40.7906220327
-73.9372172849,40.7029349638
-73.9360124444,40.7434252869
-74.1762795059,40.5393493295
-73.9142900395,40.8409979875
-73.9029595118,40.6560171954
-73.8184544071,40.6637566037
-74.0070462296,40.575009177
-73.8185002877,40.6137320232
-73.7033310564,40.7389478731
-74.1315721349,40.6370236537
-73.8209275618,40.8458472052
-73.8169267299,40.608088898
-74.0031128938,40.6104148189
-73.9876104605,40.6099371577
-73.7997391058,40.627065016
